--- Output from LAB_ROUTER (100.65.181.9) ---
GigabitEthernet0/1.206     10.200.0.57     YES NVRAM  up                    up      
GigabitEthernet0/1.210     10.200.210.1    YES NVRAM  up                    up      
GigabitEthernet0/1.225     10.225.0.1      YES NVRAM  up                    up      
GigabitEthernet0/1.250     10.100.0.45     YES NVRAM  up                    up      
GigabitEthernet0/1.251     10.200.0.33     YES NVRAM  up                    up      
GigabitEthernet0/1.252     10.100.0.33     YES NVRAM  up                    up      
GigabitEthernet0/1.253     10.200.0.25     YES NVRAM  up                    up      
GigabitEthernet0/1.254     10.100.0.25     YES NVRAM  up                    up      
GigabitEthernet0/1.305     10.200.0.61     YES NVRAM  up                    up      
GigabitEthernet0/1.306     10.100.0.65     YES NVRAM  up                    up      
GigabitEthernet0/1.350     10.200.0.49     YES NVRAM  up                    up      
GigabitEthernet0/1.500     10.200.0.29     YES NVRAM  up                    up      
GigabitEthernet0/1.501     10.100.0.17     YES NVRAM  administratively down down    
GigabitEthernet0/1.601     10.100.0.61     YES NVRAM  up                    up      
GigabitEthernet0/1.999     10.99.99.2      YES NVRAM  up                    up      
GigabitEthernet0/1.1001    unassigned      YES unset  administratively down down    
GigabitEthernet0/1.2000    192.168.31.200  YES NVRAM  up                    up      
GigabitEthernet0/1.2030    192.168.23.6    YES NVRAM  up                    up      
GigabitEthernet0/1.2034    192.168.22.2    YES NVRAM  up                    up      
GigabitEthernet0/1.2035    200.200.100.1   YES NVRAM  administratively down down    
GigabitEthernet0/1.2037    172.100.100.1   YES NVRAM  up                    up      
GigabitEthernet0/1.2039    121.121.121.4   YES NVRAM  up                    up      
GigabitEthernet0/1.2094    10.200.0.157    YES NVRAM  up                    up      
GigabitEthernet0/1.2111    10.200.0.21     YES NVRAM  administratively down down    
GigabitEthernet0/1.2303    10.200.0.37     YES NVRAM  up                    up      
GigabitEthernet0/1.2304    10.100.0.37     YES NVRAM  up                    up      
Loopback49                 10.100.100.1    YES NVRAM  up                    up      
Loopback100                100.96.241.70   YES NVRAM  up                    up      
Loopback101                unassigned      YES unset  up                    up      
Loopback1000               100.100.200.1   YES NVRAM  up                    up      
NVI0                       10.100.100.1    YES unset  up                    up      
Tunnel10                   unassigned      YES unset  up                    down    

--- Output from Switch (100.65.181.13) ---
Interface              IP-Address      OK? Method Status                Protocol
Vlan1                  unassigned      YES NVRAM  administratively down down    
Vlan2800               100.65.181.13   YES NVRAM  up                    up      
GigabitEthernet0/1     unassigned      YES unset  up                    up      
GigabitEthernet0/2     unassigned      YES unset  up                    up      
GigabitEthernet0/3     unassigned      YES unset  up                    up      
GigabitEthernet0/4     unassigned      YES unset  up                    up      
GigabitEthernet0/5     unassigned      YES unset  up                    up      
GigabitEthernet0/6     unassigned      YES unset  up                    up      
GigabitEthernet0/7     unassigned      YES unset  down                  down    
GigabitEthernet0/8     unassigned      YES unset  up                    up      
GigabitEthernet0/9     unassigned      YES unset  up                    up      
GigabitEthernet0/10    unassigned      YES unset  up                    up      
GigabitEthernet0/11    unassigned      YES unset  down                  down    
GigabitEthernet0/12    unassigned      YES unset  up                    up      
GigabitEthernet0/13    unassigned      YES unset  up                    up      
GigabitEthernet0/14    unassigned      YES unset  up                    up      
GigabitEthernet0/15    unassigned      YES unset  up                    up      
GigabitEthernet0/16    unassigned      YES unset  up                    up      
GigabitEthernet0/17    unassigned      YES unset  up                    up      
GigabitEthernet0/18    unassigned      YES unset  up                    up      
GigabitEthernet0/19    unassigned      YES unset  down                  down    
GigabitEthernet0/20    unassigned      YES unset  down                  down    
GigabitEthernet0/21    unassigned      YES unset  down                  down    
GigabitEthernet0/22    unassigned      YES unset  down                  down    
GigabitEthernet0/23    unassigned      YES unset  down                  down    
GigabitEthernet0/24    unassigned      YES unset  down                  down    
GigabitEthernet0/25    unassigned      YES unset  down                  down    
GigabitEthernet0/26    unassigned      YES unset  down                  down    
GigabitEthernet0/27    unassigned      YES unset  down                  down    
GigabitEthernet0/28    unassigned      YES unset  down                  down    

